Video,Total Views
So High | Official Music Video | Sidhu Moose Wala ft. BYG BYRD | Humble Music,"847,200,717"
La Bachata - MTZ Manuel Turizo | Video Oficial,"844,841,950"
PSY (ft. HYUNA) - 오빤 딱 내 스타일 M/V,"843,090,713"
Rauw Alejandro & Chencho Corleone - El Efecto (Video Oficial),"842,945,576"
Adexe y Nau - Andas En Mi Cabeza  (Chino & Nacho ft. Daddy Yankee Cover),"841,612,793"
"Ariana Grande - thank u, next (Official Video)","841,348,028"
"Santa Fe Klan, Neto Peña, Yoss Bones - Debo Entender","841,311,922"
Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO),"840,339,926"
Jonas Blue - Perfect Strangers ft. JP Cooper,"839,327,568"
BANDA MS - TU POSTURA (VIDEO OFICIAL),"838,583,087"
"Ariana Grande, The Weeknd - Love Me Harder","836,038,374"
BADSHAH - Paani Paani | Jacqueline Fernandez | Official Music Video | Aastha Gill | Trending Song,"835,323,990"
"TWICE ""What is Love?"" M/V","834,720,169"
Imran Khan - Amplifier (Official Music Video),"834,687,442"
"Dil Meri Na Sune Lyrical - Genius | Utkarsh Sharma, Ishita | Atif Aslam | Himesh Reshammiya","833,539,141"
Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,"831,782,480"
"KAROL G, Maluma - Créeme (Official Video)","831,539,068"
"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain","831,308,680"
Zoé - Labios Rotos (MTV Unplugged),"830,287,009"
Toni Braxton - Un-Break My Heart (Official HD Video),"829,633,836"
"संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa","829,035,311"
Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),"828,387,887"
Demi Lovato - Heart Attack (Official Video),"828,189,625"
"Shakira - Whenever, Wherever (Official HD Video)","827,939,957"
Rauw Alejandro❌Chencho Corleone FT. Kevvo ❌ Bryant Myers❌Lyanno ❌Dalex - El Efecto RMX (VIDEO LYRIC),"827,645,157"
"Jesús Adrián Romero, Marcela Gándara - Tú Estás Aquí (Video Oficial)","826,056,155"
"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)","826,027,517"
The Weeknd - Blinding Lights (Official Audio),"825,194,641"
"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg","824,898,146"
Housefull 4: Shaitan Ka Saala Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,"824,639,598"
Red Hot Chili Peppers - Otherside [Official Music Video] [HD UPGRADE],"824,564,331"
"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)","823,939,379"
"Luis Miguel - ""Ahora te puedes marchar"" (Video Oficial)","822,669,247"
Chris Stapleton - Tennessee Whiskey (Official Audio),"822,639,839"
Algo Me Gusta De Ti (Official Video),"822,074,578"
Guns N' Roses - Patience,"822,022,636"
Maroon 5 - She Will Be Loved (Official Music Video),"821,606,709"
Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin-Jigar | Madhubanti | Divya | Amitabh,"821,203,476"
Capital Cities - Safe And Sound,"820,852,925"
The Black Eyed Peas - I Gotta Feeling (Official Music Video),"820,849,662"
Culture Club - Karma Chameleon (Official Music Video),"820,626,289"
Bee Gees - Stayin' Alive (Official Video),"820,493,021"
KAROL G - Mi Cama (Official Video),"820,379,905"
Marcela Gandara - Supe Que Me Amabas (Video Oficial),"819,681,105"
One Direction - One Thing,"819,676,613"
Sia - The Greatest (Official Video),"819,593,015"
"Camilo, Pedro Capó - Tutu (Official Video)","818,825,472"
Selena Gomez - Come & Get It,"817,221,168"
Guns N' Roses - Don't Cry,"815,823,550"
Mariah Carey - All I Want For Christmas Is You (Official Video),"815,440,177"
One Direction - Best Song Ever,"814,399,605"
Daddy Yankee & Bad Bunny - Vuelve (Video Oficial),"814,350,864"
"Wisin, Carlos Vives - Nota de Amor (Official Video) ft. Daddy Yankee","814,269,735"
Zum Zum Zum Zum Zum - Yasmin Verissimo - Música Educativa Dengue,"813,470,472"
Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera,"812,969,072"
Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos,"812,719,692"
Harry Styles - As It Was (Official Video),"810,440,463"
Namo Namo - Lyrical | Kedarnath | Sushant Rajput | Sara Ali Khan | Amit Trivedi | Amitabh B,"809,683,721"
Greeicy ft Mike Bahía  - Amantes (Video Oficial),"809,458,265"
"Lady Gaga, Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars)","808,861,562"
Justin Bieber - Yummy (Official Video),"808,682,420"
"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Atif Aslam | Vishal & Shekhar","808,248,941"
"Sebastián Yatra, Reik - Un Año (Official Video)","806,749,311"
Poesia Acústica #2 - Sobre Nós - Delacruz I Maria I Ducon I Luiz Lins I Diomedes I Bk' I Kayuá,"806,164,467"
[MV] BTS(방탄소년단) _ DOPE(쩔어),"805,459,861"
Taylor Swift - We Are Never Ever Getting Back Together,"805,248,617"
"Paas Bulati Hai | Jaanwar - Mothers Song | मदर्स डे स्पेशल | Shilpa Shetty | Alka Yagnik, Sunidhi","804,670,972"
Panic! At The Disco - High Hopes (Official Video),"803,776,347"
Justin Bieber - One Time (Official Music Video),"803,682,271"
Natti Natasha x Becky G - Ram Pam Pam [Official Video],"803,343,343"
Jessie J - Flashlight (from Pitch Perfect 2) (Official Video),"803,051,805"
Karol G - A Ella (Official Video),"802,512,873"
Desiigner - Panda (Official Audio),"802,326,952"
Mon Laferte - Tu Falta De Querer (En Vivo),"802,048,111"
Katy Perry - This Is How We Do (Official),"800,618,311"
Tayrone - Cê Tá Preparada (Ao Vivo Em Goiânia / 2021) ft. Marília Mendonça,"800,003,473"
Extreme - More Than Words (Official Music Video),"800,001,338"
XXXTENTACION - changes,"800,000,197"
"Dalex - Pa Mi (Remix) ft. Sech, Rafa Pabön, Cazzu, Feid, Khea and Lenny Tavárez [Video Oficial]","797,829,658"
BLACKPINK - 'Lovesick Girls' M/V,"797,758,723"
"Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers","797,281,351"
Anitta - Envolver [Official Music Video],"796,980,845"
"gnash - i hate u, i love u ft. olivia o'brien (music video)","796,928,339"
The Weeknd - Earned It (Fifty Shades Of Grey),"796,388,820"
Rauw Alejandro - Todo de Ti (Video Oficial),"796,109,095"
"Romeo Santos, Daddy Yankee, Nicky Jam - Bella y Sensual (Official Video)","796,000,724"
"Earth, Wind & Fire - September (Official HD Video)","795,929,259"
"J Balvin, Zion & Lennox - No Es Justo (Official Video)","795,692,585"
"Modern Talking - You're My Heart, You're My Soul (Official Video)","795,015,471"
Khea - Loca ft. Duki & Cazzu (Prod. Omar Varela & Mykka),"794,941,688"
Justin Bieber - Intentions (Official Video (Short Version)) ft. Quavo,"794,863,859"
Clean Bandit - Rather Be ft. Jess Glynne [Official Video],"792,412,170"
Bastille - Pompeii (Official Music Video),"792,368,036"
SHAKIRA || BZRP Music Sessions #53,"792,005,841"
"OSMANI GARCIA Ft. PITBULL, SENSATO, DAYAMI LA MUSA - El Taxi (Official Video) Reggaeton Cubaton","791,965,669"
J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),"791,419,018"
Meghan Trainor - Me Too,"790,865,642"
Aventura - Ella y Yo (ft. Don Omar),"790,690,385"
"Silvestre Dangond, Nicky Jam - Cásate Conmigo (Official Video)","789,692,722"
Elton John - Sacrifice,"789,149,076"
G-Eazy & Halsey - Him & I (Official Video),"788,548,676"
Selena Gomez & The Scene - Love You Like A Love Song,"786,764,877"
Balti feat. Hamouda - Ya Lili (Official Music Video),"782,560,278"
Keane - Somewhere Only We Know (Official Music Video),"780,499,995"
Manuel Medrano - Bajo El Agua (Video Oficial),"780,283,753"
"Justin Bieber - Peaches ft. Daniel Caesar, Giveon","779,978,064"
"Silvestre Dangond, NATTI NATASHA - Justicia (Official Video)","779,721,518"
"Lady Gaga, Bruno Mars - Die With A Smile (Official Music Video)","776,859,691"
Taylor Swift - Love Story,"776,520,115"
"Chogada With Lyrics  | Loveyatri | Aayush Sharma | Warina Hussain |Darshan Raval, Lijo-DJ Chetas","776,412,208"
Martin Garrix & Dua Lipa - Scared To Be Lonely (Official Video),"775,763,043"
Amor de Verdade - MC Kekel e MC Rita (KondZilla) | Official Music Video,"773,864,340"
Yuridia - Amigos No por Favor (Primera Fila) (En Vivo),"773,038,856"
Eminem - Stan (Long Version) ft. Dido,"771,923,999"
Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg,"771,514,081"
Glass Animals - Heat Waves (Official Video),"770,890,846"
"Sean Kingston, Justin Bieber - Eenie Meenie (Official Video)","769,856,950"
[MV] BTS(방탄소년단) _ FIRE (불타오르네),"769,075,977"
Ministério Zoe - Aquieta Minh'alma (Video Oficial),"768,882,708"
LITTLE BIG – SKIBIDI (official music video),"768,276,143"
BTS (방탄소년단) 'Save ME' Official MV,"768,186,358"
"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean","766,683,587"
Pentatonix - Hallelujah (Official Video),"766,192,148"
Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley,"765,755,711"
L'Algérino - Les Menottes,"765,571,696"
Timbaland - Apologize ft. OneRepublic,"765,001,840"
Silva Gunbardhi ft. Mandi ft. Dafi Derti - Te ka lali shpirt  (Official Video HD),"764,769,675"
Beyoncé - Drunk in Love (Explicit) ft. JAY Z,"764,258,634"
Bryan Adams - (Everything I Do) I Do It For You,"763,785,963"
"Dillon Francis, DJ Snake - Get Low (Official Music Video)","763,355,435"
Alan Walker - Darkside (feat. Au/Ra and Tomine Harket),"763,288,007"
Calvin Harris - Outside (Official Video) ft. Ellie Goulding,"763,116,025"
"TINI, Maria Becerra - Miénteme (Video Oficial)","762,929,507"
Avril Lavigne - Complicated (Official Video),"762,002,543"
Shakira - Try Everything (Official Video),"761,844,368"
Diamond | Official Music Video | Gurnam Bhullar | Roopi Gill | Songs 2018 | Jass Records,"761,256,078"
Maroon 5 - Don't Wanna Know (Official Music Video),"761,100,325"
Daft Punk - Instant Crush (Video) ft. Julian Casablancas,"760,402,870"
G-Eazy - I Mean It (Official Music Video) ft. Remo,"758,686,862"
Lil Dicky  - Freaky Friday feat. Chris Brown (Official Music Video),"756,124,361"
Simone & Simaria - Loka ft. Anitta,"755,768,100"
"Gera MX, Christian Nodal - Botella Tras Botella (Video Oficial)","753,029,762"
Modern Talking - Cheri Cheri Lady (Official Video),"752,245,044"
One Direction - Live While We're Young,"751,592,143"
"benny blanco, Halsey & Khalid – Eastside (official video)","750,727,608"
Katy Perry - Unconditionally (Official),"749,942,678"
Armin van Buuren - Blah Blah Blah (Official Lyric Video),"749,830,661"
Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video],"749,468,142"
"Ty Dolla $ign - Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Official Music Video]","748,881,067"
"ZAYN, Taylor Swift - I Don’t Wanna Live Forever (Fifty Shades Darker)","748,054,859"
21 Savage - a lot (Official Video) ft. J. Cole,"747,422,536"
"SANAM RE Title  Song FULL VIDEO | Pulkit Samrat, Yami Gautam, Urvashi Rautela | Divya Khosla Kumar","747,292,860"
BIGBANG - 뱅뱅뱅 (BANG BANG BANG) M/V,"746,133,859"
Farruko - Pepas (Official Video),"745,883,253"
Outkast - Hey Ya! (Official HD Video),"745,705,212"
PSY - DADDY(feat. CL of 2NE1) M/V,"744,053,657"
Chris Brown - With You (Official HD Video),"743,756,228"
Plan B - Fanatica Sensual Lyric Video,"742,652,650"
Ariana Grande - Dangerous Woman (Official Video),"742,040,705"
"HD VIDEO | कुँवारे में गंगा नहईले बानी | Ankush Raja , Shilpi Raj | Bhojpuri Song 2021","741,593,239"
Sech - Otro Trago ft. Darell (Video Oficial),"740,925,164"
Mary J. Blige - Family Affair (Official Music Video),"740,138,525"
"Luka Chuppi: COCA COLA Song | Kartik A, Kriti S | Tony Kakkar Tanishk Bagchi Neha Kakkar Young Desi","739,747,879"
LISA - 'LALISA' M/V,"739,178,264"
Bruno Mars - Treasure (Official Music Video),"739,002,599"
"Baarish Ban Jaana (Official Video) Payal Dev, Stebin Ben | Hina Khan, Shaheer Sheikh | Kunaal Vermaa","738,434,696"
"Alex Sensation, Ozuna - Que Va","738,306,835"
Selena - Como La Flor (Live From Astrodome),"738,025,260"
Maroon 5 - What Lovers Do ft. SZA (Official Music Video),"737,581,055"
Avicii - Levels,"736,747,173"
Alan Walker - Sing Me To Sleep,"736,193,278"
Rihanna - Take A Bow,"735,711,071"
Rihanna - Don't Stop The Music,"734,171,242"
"Por Perro ft. Luis Figueroa, Lary Over (Official Video)","732,783,026"
Justin Bieber - Company,"731,852,993"
Dua Lipa - Don't Start Now (Official Music Video),"731,688,123"
Zouhair Bahaoui - DÉCAPOTABLE (EXCLUSIVE Music Video) | (زهير البهاوي - دكابوطابل (فيديو كليب حصري,"731,001,767"
"J Balvin, Maria Becerra - Qué Más Pues? (Official Video)","730,897,269"
Matheus & Kauan - Vou Ter Que Superar (Ao Vivo) ft. Marília Mendonça,"730,124,070"
Eminem - Godzilla ft. Juice WRLD (Official Music Video),"730,092,966"
Remmy Valenzuela - Mi Princesa,"729,743,230"
Mariah Carey - All I Want for Christmas Is You (Make My Wish Come True Edition),"729,650,961"
Dheeme Dheeme - @TonyKakkar | Neha Sharma | Official Music Video,"729,269,893"
"Full Song: Muqabla | Street Dancer 3D |A.R. Rahman, Prabhudeva, Varun D, Shraddha K, Tanishk B","728,586,488"
NO LO HICE BIEN - Los Plebes del Rancho de Ariel Camacho (Video Oficial) | DEL Records,"728,183,914"
Ozuna x Karol G x Myke Towers - Caramelo Remix  (Video Oficial),"727,346,567"
Rihanna - Where Have You Been,"727,193,755"
Childish Gambino - Redbone (Official Audio),"726,202,454"
The Chipettes - Single Ladies (Official Music Video),"725,375,191"
#AlaVaikunthapurramuloo- Ramuloo Ramulaa Video Song(Telugu songs) | Allu Arjun | Trivikram | Thaman,"724,885,103"
"Besharam Rang Song | Pathaan | Shah Rukh Khan, Deepika Padukone | Vishal & Sheykhar | Shilpa, Kumaar","724,702,829"
Brett Young - In Case You Didn't Know,"724,018,706"
Post Malone - Circles (Official Music Video),"723,903,202"
Natti Natasha X Romeo Santos - La Mejor Versión De Mi (Remix) [Official Video],"722,712,771"
Axwell /\ Ingrosso - More Than You Know,"722,533,101"
Naach Meri Rani: Guru Randhawa Feat. Nora Fatehi | Tanishk Bagchi | Nikhita Gandhi | Bhushan Kumar,"722,443,081"
The White Stripes - Seven Nation Army (Official Music Video),"722,399,310"
Siti Badriah - Lagi Syantik (Official Music Video NAGASWARA),"720,829,165"
Calibre 50 - Si Te Pudiera Mentir (LETRA),"720,753,642"
"Acústico 1Kilo - Deixe-me Ir (Baviera, Knust e Pablo Martins)","720,738,947"
"Jeene Laga Hoon Lyrical - Ramaiya Vastavaiya|Girish Kumar, Shruti Haasan |Atif Aslam, Shreya Ghoshal","720,117,992"
Piso 21 - Puntos Suspensivos (Video Oficial),"719,700,210"
Gali Gali Full Video Song | KGF | Neha Kakkar | Mouni Roy | Tanishk Bagchi | Rashmi Virag |T-SERIES,"719,411,034"
"A Great Big World, Christina Aguilera - Say Something","719,398,757"
Yo Ya No Vuelvo Contigo - (Video Oficial) - Lenin Ramirez ft. Grupo Firme,"719,186,290"
"Charlie Puth - ""How Long"" [Official Video]","717,624,794"
BANDA MS - SOLO CON VERTE (VIDEO OFICIAL),"717,410,448"
Lil Nas X - Old Town Road (Official Movie) ft. Billy Ray Cyrus,"716,909,005"
Ke$ha - TiK ToK (Official HD Video),"716,614,258"
Morat - Cuando Nadie Ve (Video Oficial),"716,476,768"
"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)","715,706,937"
"Pushpa: Saami Saami - Full Video Song | Allu Arjun, Rashmika Mandanna | Sunidhi C | DSP | Sukumar","715,681,456"
Katy Perry - E.T. ft. Kanye West (Official Music Video),"714,930,402"
"Timbaland - The Way I Are (Official Music Video) ft. Keri Hilson, D.O.E., Sebastian","714,417,941"
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit","714,065,714"
Grupo Frontera - NO SE VA (Video Oficial),"714,032,344"
Travis Scott - HIGHEST IN THE ROOM (Official Music Video),"712,832,446"
"IAmChino - Ay Mi Dios ft. Pitbull, Yandel, CHACAL (Official Music Video)","712,114,989"
حسين الجسمي - بشرة خير (فيديو كليب) | Hussain Al Jassmi - Boshret Kheir | 2014,"711,189,355"
Sub Urban - Cradles [Official Music Video],"711,187,194"
Blue Eyes Full Video Song Yo Yo Honey Singh | Blockbuster Song Of 2013,"711,182,163"
Pyaar De | Sunny Leone & Rajniesh Duggall | Ankit Tiwari | Beiimaan Love,"710,086,234"
B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video],"709,739,884"
Cosculluela - La Boda (Video Oficial),"709,592,841"
Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Lyric Oficial),"709,590,117"
BLACKPINK - ‘Shut Down’ M/V,"709,579,974"
Juan Gabriel - Hasta Que Te Conocí (En Vivo [Desde el Instituto Nacional de Bellas Artes]),"709,412,123"
Britney Spears - Toxic (Official HD Video),"708,287,746"
Billie Eilish - Bellyache (Official Music Video),"707,885,731"
Adele - Skyfall (Official Lyric Video),"707,391,868"
Eminem - No Love (Explicit Version) ft. Lil Wayne,"706,400,671"
Yandel - Encantadora (Official Video),"706,004,857"
Metallica: Enter Sandman (Official Music Video),"705,409,805"
Bumbum Granada - MCs Zaac e Jerry (KondZilla) | Official Music Video,"705,200,947"
Adele - When We Were Young (Live at The Church Studios),"705,155,972"
Te Robaré - Nicky Jam x Ozuna  | Video Oficial,"704,305,489"
Mariah Carey - We Belong Together (Official Music Video),"703,802,974"
Akon - Don't Matter (Official Music Video),"702,599,032"
La Adictiva - En Peligro De Extinción (Video Oficial),"701,948,502"
Mon Laferte - Mi Buen Amor (Video Oficial) ft. Enrique Bunbury,"700,001,081"
KAROL G - EL BARCO,"700,000,575"
Aerosmith - Crazy (Official Music Video),"699,570,073"
Harrdy Sandhu - Kya Baat Ay | Jaani | B Praak |  Arvindr Khaira | Official Music Video,"699,200,044"
Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,"699,128,444"
Taylor Swift - 22,"697,119,605"
Marília Mendonça - BEM PIOR QUE EU - (Todos Os Cantos),"696,621,411"
Arabic Kuthu - Video Song | Beast | Thalapathy Vijay | Pooja Hegde | Sun Pictures | Nelson | Anirudh,"696,429,486"
QUEVEDO || BZRP Music Sessions #52,"696,408,200"
"TWICE ""TT"" M/V","696,176,087"
Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut),"695,734,582"
Zion & Lennox - La Player (Bandolera) [Video Oficial],"694,631,295"
Otilia - Bilionera (official video),"694,466,760"
Yuridia - Ya Te Olvidé,"694,456,939"
Gloria Trevi - No Querías Lastimarme,"693,678,375"
iKON - ‘사랑을 했다(LOVE SCENARIO)’ M/V,"692,718,382"
Katy Perry - Swish Swish (Official) ft. Nicki Minaj,"691,561,691"
"Maluma, Carin Leon - Según Quién (Official Video)","690,899,356"
Maiara & Maraisa - Medo Bobo (Ao Vivo em Goiânia),"690,485,828"
KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,"689,868,243"
Rihanna - Rude Boy,"688,102,680"
AURORA - Runaway,"687,160,510"
MC Kevinho - O Grave Bater  [Sintonia Soundtrack] (KondZilla),"687,122,235"
"Reik, Maluma - Amigos Con Derechos","685,437,795"
Iggy Azalea - Black Widow ft. Rita Ora,"685,147,556"
"ISHARE TERE Song | Guru Randhawa, Dhvani Bhanushali | DirectorGifty | Bhushan Kumar","684,980,059"
J Balvin - Bobo (Official Video),"684,977,744"
"Luis Fonsi, Daddy Yankee - Despacito (Audio) ft. Justin Bieber","684,775,721"
295 (Official Audio) | Sidhu Moose Wala | The Kidd | Moosetape,"684,533,276"
"Prince Royce, Shakira - Deja vu (Official Video)","684,316,511"
FROZEN | Let It Go from Disney's FROZEN - performed by Idina Menzel | Official Disney UK,"682,986,606"
What I've Done (Official Music Video) [4K Upgrade] - Linkin Park,"682,217,513"
"مهرجان بنت الجيران "" بهوايا انتي قاعده معايا "" حسن شاكوش و عمر كمال - توزيع اسلام ساسو","681,914,273"
Avril Lavigne - Girlfriend (Official Video),"681,913,402"
"Morat, Juanes - Besos En Guerra (Video Oficial)","681,372,158"
Romeo Santos - Imitadora (Official Lyric Video),"681,202,099"
Baarish Ki Jaaye | B Praak Ft Nawazuddin Siddiqui & Sunanda Sharma | Jaani | Arvindr Khaira | DM,"680,678,350"
Enrique Iglesias - Loco (Official Music Video) ft. Romeo Santos,"680,646,520"
Reik - Ya Me Enteré (Official Video),"679,452,729"
BAD BUNNY x ROSALÍA - LA NOCHE DE ANOCHE (Video Oficial),"679,182,901"
Sebastián Yatra - Traicionera (Official Video),"679,156,576"
Ozuna x Bad Bunny x Wisin x Almighty X Dj Luian X Mambo Kingz - Solita,"678,682,701"
Lana Del Rey - Young and Beautiful,"677,221,931"
León Larregui - Brillas (Video Oficial),"676,880,740"
Spice Girls - Wannabe (Official Music Video),"676,350,485"
Al Final (Video Oficial) - Lilly Goodman,"675,870,844"
YNW Melly - Murder On My Mind [Official Video],"675,764,833"
BANDA MS - NO ME PIDAS PERDÓN (VIDEO OFICIAL),"675,505,994"
Nico & Vinz - Am I Wrong [Official Music Video],"675,278,837"
"Kusu Kusu Song Ft Nora Fatehi | Satyameva Jayate 2 | John A, Divya K | Tanishk B, Zahrah Khan, Dev N","675,222,742"
Aerosmith - I Don't Want to Miss a Thing (Official HD Video),"675,096,651"
Ed Sheeran - Give Me Love (Official Music Video),"674,925,261"
Ve Maahi | Kesari | Akshay Kumar & Parineeti Chopra | Arijit Singh & Asees Kaur | Tanishk Bagchi,"674,667,920"
"Dheere Dheere Se Meri Zindagi Video Song (OFFICIAL) Hrithik Roshan, Sonam Kapoor | Yo Yo Honey Singh","674,213,542"
Bee Gees - How Deep Is Your Love (Official Video),"673,955,471"
Rachel Platten - Fight Song (Official Video),"673,497,467"
Henrique e Juliano - Flor E O Beija-Flor part. Marília Mendonça - DVD Novas Histórias,"673,310,019"
"Wiz Khalifa - Black And Yellow [G-Mix] ft. Snoop Dogg, Juicy J & T-Pain","673,087,492"
Wish - Diler Kharkiya Ft. Ginni Kapoor | New Song 2020 | Haryanvi songs | Ha Kar De Meri Moto Gaana,"672,559,103"
Daddy Yankee - Sígueme y Te Sigo (Video Oficial),"672,137,248"
Meghan Trainor - Dear Future Husband (Official Video),"671,963,483"
"Dimitri Vegas, Martin Garrix, Like Mike - Tremor (Official Music Video)","671,776,395"
"Wisin & Yandel, Jennifer Lopez - Follow The Leader (Official Video) ft. Jennifer Lopez","671,762,785"
"Nashe Si Chadh Gayi Song | Befikre | Ranveer Singh, Vaani Kapoor | Arijit Singh | Vishal and Shekhar","671,699,717"
Coldplay - Fix You (Official Video),"671,390,699"
BTS (방탄소년단) 'Permission to Dance' Official MV,"670,972,092"
Ed Sheeran - Bad Habits [Official Video],"670,715,679"
"Rich Gang - Lifestyle (Official Music Video) ft. Young Thug, Rich Homie Quan","670,664,534"
Kaun Hain Voh - Full Video | Baahubali | Kailash K | Prabhas | MM Kreem | Mahashivratri Special,"670,307,952"
Kanye West & Lil Pump - I Love It feat. Adele Givens [Official Music Video],"670,018,713"
Edward Maya & Vika Jigulina - Stereo Love (Official Music Video),"669,533,513"
Nelly Furtado - Promiscuous (Official Music Video) ft. Timbaland,"669,273,689"
"Hua Hain Aaj Pehli Baar FULL VIDEO | SANAM RE | Pulkit Samrat, Urvashi Rautela | Divya Khosla Kumar","669,256,907"
Post Malone - Better Now (Official Video),"669,208,806"
She Don't Know: Millind Gaba Song | Shabby | New Hindi Song 2019 | Latest Hindi Songs,"668,447,521"
Ella Baila Sola - (Video Oficial) - Eslabon Armado y Peso Pluma - DEL Records 2023,"668,269,848"
Lady Antebellum - Need You Now,"667,962,506"
Meghan Trainor - NO,"667,680,752"
"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar","667,329,863"
"Idina Menzel, AURORA - Into the Unknown (From ""Frozen 2"")","667,289,704"
Maluma - Sobrio (Official Video),"667,283,905"
"🌡105F RMX - Kevvo FT Chencho Corleone, Farruko , Myke Towers, Arcangel, Ñengo Flow, Darell, Brytiago","667,276,218"
Pablo Alborán - Solamente Tú (Videoclip Oficial),"666,773,105"
The Black Eyed Peas - The Time (Dirty Bit),"664,984,414"
Shakira - Loca (Spanish Version) ft. El Cata,"664,619,284"
Brytiago x Darell - Asesina (Video Oficial),"664,575,139"
"Srivalli (Video) | Pushpa | Allu Arjun, Rashmika Mandanna | Javed Ali | DSP | Sukumar","664,296,101"
A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta,"663,977,817"
Full Video: Hookah Bar | Khiladi 786 | Akshay Kumar & Asin | Himesh Reshammiya,"663,704,944"
Roddy Ricch - The Box [Official Music Video],"663,423,763"
"Lil Baby ""Freestyle"" Official Music Video","662,899,793"
"Saiyaara Full Song | Ek Tha Tiger | Salman Khan, Katrina Kaif | Mohit Chauhan, Tarannum, Sohail Sen","662,188,361"
Flo Rida - Wild Ones ft. Sia [Official Video],"661,893,330"
KAROL G - MI EX TENÍA RAZÓN (Official Video),"661,854,005"
LUGAR SECRETO | CLIPE OFICIAL | EP CÉU | GABRIELA ROCHA,"660,992,885"
Camila - Mientes (Video),"660,897,855"
Galantis - No Money (Official Video),"660,896,137"
Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Oficial),"659,257,171"
Flo Rida - Good Feeling [Official Video],"658,603,416"
KAUN TUJHE  Lyrical | M.S. DHONI -THE UNTOLD STORY | Amaal Mallik Palak | Sushant Singh Disha Patani,"658,536,136"
"Enrique Iglesias - Bailando ft. Sean Paul, Descemer Bueno, Gente De Zona","657,529,660"
"Taaron Ke Shehar Song: Neha Kakkar, Sunny Kaushal | Jubin Nautiyal,Jaani | Bhushan Kumar | Arvindr K","657,347,959"
"AC/DC - Highway to Hell (Live At River Plate, December 2009)","657,122,334"
50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,"656,660,143"
Queen - Another One Bites the Dust (Official Video),"656,041,833"
"TWICE ""FANCY"" M/V","655,147,085"
The Notorious B.I.G. - Juicy (Official Video) [4K],"655,140,882"
[MV] MOMOLAND (모모랜드) _ BBoom BBoom (뿜뿜),"654,553,477"
KAROL G - Ocean (Official Video),"653,841,616"
CNCO - Quisiera (Official Video),"653,699,976"
حسين الجسمي -  بالبنط العريض (حصرياً) | 2020,"653,637,418"
The Duck Song,"653,421,498"
Don Omar - Dutty Love (Lyric Video) ft. Natti Natasha,"653,043,044"
DAOKO × 米津玄師『打上花火』MUSIC VIDEO,"652,890,854"
Fugees - Killing Me Softly With His Song (Official Video),"652,672,953"
POP SMOKE - DIOR (OFFICIAL VIDEO),"652,374,260"
"Thoda Thoda Pyaar | Sidharth Malhotra,Neha Sharma|Stebin Ben,Nilesh Ahuja,Kumaar|Zee Music Originals","651,325,485"
SAKHIYAAN (Full Song) Maninder Buttar | MixSingh | Babbu | Punjabi Songs | Sakhiyan | Ishtar Punjabi,"651,070,628"
"Shakira, Rauw Alejandro - Te Felicito (Official Video)","651,037,997"
Arcangel - Me Prefieres a Mi [Official Video],"651,029,465"
