Video,Total Views,Artist,Title,Total Views_normalized
"KAROL G, Mariah Angeliq - EL MAKINON (Official Video)",1119786564,"KAROL G, Mariah Angeliq",EL MAKINON (Official Video),0.09095611197496052
Post Malone - White Iverson,1117597729,Post Malone,White Iverson,0.09069256056287274
MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),1116322196,MACKLEMORE & RYAN LEWIS,CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),0.09053897725334299
Chatak Matak (Official Video) | Sapna Choudhary | Renuka Panwar | New Haryanvi Songs Haryanavi 2023,1116167539,Chatak Matak (Official Video) | Sapna Choudhary | Renuka Panwar | New Haryanvi Songs Haryanavi 2023,,0.09052035544277286
Don Omar - Taboo,1114815508,Don Omar,Taboo,0.0903575612261067
Willy William - Ego (Clip Officiel),1113513862,Willy William,Ego (Clip Officiel),0.09020083372433592
Nelly Furtado - Say It Right (Official Music Video),1112942930,Nelly Furtado,Say It Right (Official Music Video),0.09013208942209015
Camila Cabello - Havana ft. Young Thug,1112748810,Camila Cabello,Havana ft. Young Thug,0.09010871598365626
Maroon 5 - Memories (Official Video),1112170142,Maroon 5,Memories (Official Video),0.09003904021159943
Post Malone - Psycho (Official Music Video) ft. Ty Dolla $ign,1109586885,Post Malone,Psycho (Official Music Video) ft. Ty Dolla $ign,0.08972799756556367
Sia - Cheap Thrills (Performance Edit),1109077876,Sia,Cheap Thrills (Performance Edit),0.08966670923605717
"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)",1108878175,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life) (Official Music Video),0.08964266380524792
will.i.am - Scream & Shout ft. Britney Spears,1106073110,will.i.am,Scream & Shout ft. Britney Spears,0.08930491388725591
BAD BUNNY - SOY PEOR (Video Oficial),1105485865,BAD BUNNY,SOY PEOR (Video Oficial),0.08923420538296413
"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar",1104214271,"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar",,0.08908109635724847
I Don't Want To Talk About It (from One Night Only! Rod Stewart Live at Royal Albert Hall),1103852891,I Don't Want To Talk About It (from One Night Only! Rod Stewart Live at Royal Albert Hall),,0.08903758361677223
Toto - Africa (Official HD Video),1103265512,Toto,Africa (Official HD Video),0.08896685897792066
Ricardo Arjona - Historia De Taxi  (Video),1102100317,Ricardo Arjona,Historia De Taxi  (Video),0.08882656115391489
Ariana Grande - Into You (Official Video),1101205534,Ariana Grande,Into You (Official Video),0.08871882287160392
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),1099914031,Vaina Loca,Ozuna x Manuel Turizo (Video Oficial),0.08856331665968496
"Nacho, Yandel, Bad Bunny - Báilame (Remix)",1098784858,"Nacho, Yandel, Bad Bunny",Báilame (Remix),0.08842735614249596
AC/DC - Back In Black (Official 4K Video),1098504415,AC/DC,Back In Black (Official 4K Video),0.08839358879655158
One Direction - Drag Me Down (Official Video),1098035768,One Direction,Drag Me Down (Official Video),0.08833716034094817
Khalid - Better (Official Video),1097868878,Khalid,Better (Official Video),0.08831706558955608
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],1097221858,Yng Lvcas & Peso Pluma,La Bebe (Remix) [Video Oficial],0.08823915974711065
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,1096434565,Shakira,Perro Fiel (Official Video) ft. Nicky Jam,0.08814436403072416
"Reik - Me Niego ft. Ozuna, Wisin",1095445669,Reik,"Me Niego ft. Ozuna, Wisin",0.08802529386910486
LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,1094143070,LISA,'MONEY' EXCLUSIVE PERFORMANCE VIDEO,0.087868451619308
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz",1094068450,6ix9ine,"FEFE ft. Nicki Minaj, Murda Beatz",0.08785946683682323
Romeo Santos - La Diabla/Mi Santa ft. Tomatito,1092591285,Romeo Santos,La Diabla/Mi Santa ft. Tomatito,0.08768160559025297
LMFAO - Sexy and I Know It,1092464709,LMFAO,Sexy and I Know It,0.08766636493322015
Stromae - papaoutai (Official Video),1091551468,Stromae,papaoutai (Official Video),0.08755640417549905
John Newman - Love Me Again,1089986250,John Newman,Love Me Again,0.08736794071702673
Maluma - Sin Contrato (Official Video),1089548733,Maluma,Sin Contrato (Official Video),0.08731526053639989
Survivor - Eye Of The Tiger (Official HD Video),1087937082,Survivor,Eye Of The Tiger (Official HD Video),0.08712120621213938
Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,1085051988,Marshmello & Anne-Marie,FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,0.0867738202293193
Little Mix - Black Magic (Official Video),1082726854,Little Mix,Black Magic (Official Video),0.08649385744135525
"Rema, Selena Gomez - Calm Down (Official Music Video)",1081082476,"Rema, Selena Gomez",Calm Down (Official Music Video),0.08629586255187928
Juice WRLD - Lucid Dreams (Official Music Video),1078190073,Juice WRLD,Lucid Dreams (Official Music Video),0.08594759651310661
Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE],1075735351,Disturbed ,The Sound Of Silence (Official Music Video) [4K UPGRADE],0.08565203040173554
"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon, Manoj M",1075554322,Phir Bhi Tumko Chaahunga,"Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon, Manoj M",0.08563023321346923
R. City - Locked Away ft. Adam Levine,1073343796,R. City,Locked Away ft. Adam Levine,0.08536407004961415
Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar,1068838394,Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky,Shiv | Bhushan Kumar,0.08482158737772562
Bon Jovi - Always (Official Music Video),1067743239,Bon Jovi,Always (Official Music Video),0.08468972287139918
"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])",1067697426,HA-ASH,"Perdón, Perdón (Primera Fila",0.08468420665805192
JESSE & JOY – ¡Corre! (Video Oficial),1067230909,JESSE & JOY – ¡Corre! (Video Oficial),,0.08462803466970516
Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video],1064793881,Major Lazer,Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video],0.08433459904267183
"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris",1064543682,Usher,"Yeah! (Official Video) ft. Lil Jon, Ludacris",0.08430447329095782
"Karol G, Bad Bunny - Ahora Me Llama (Official Video)",1063218108,"Karol G, Bad Bunny",Ahora Me Llama (Official Video),0.08414486468659667
Katy Perry - The One That Got Away (Official Music Video),1062594947,Katy Perry,The One That Got Away (Official Music Video),0.08406983163864738
"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep",1059382614,"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep",,0.08368304373629469
Nicki Minaj - Super Bass (Official Video),1058405994,Nicki Minaj,Super Bass (Official Video),0.08356545169300535
Eminem - The Real Slim Shady (Official Video - Clean Version),1055655852,Eminem,The Real Slim Shady (Official Video,0.0832343148976133
Rihanna - What's My Name? ft. Drake,1052814177,Rihanna,What's My Name? ft. Drake,0.08289215687339287
Tom Odell - Another Love (Official Video),1050896386,Tom Odell,Another Love (Official Video),0.08266124110032673
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],1050174217,Clean Bandit,Solo (feat. Demi Lovato) [Official Video],0.08257428678000746
J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),1049817227,J Balvin,Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),0.08253130262697571
Travis Scott - goosebumps ft. Kendrick Lamar,1048974483,Travis Scott,goosebumps ft. Kendrick Lamar,0.08242983021300733
Katy Perry - Wide Awake (Official Video),1048738947,Katy Perry,Wide Awake (Official Video),0.08240146999152077
Maroon 5 - Girls Like You ft. Cardi B (Volume 2) (Official Music Video),1048247288,Maroon 5,Girls Like You ft. Cardi B (Volume 2) (Official Music Video),0.08234227072628804
Michael Jackson - Smooth Criminal (Official Video),1047125126,Michael Jackson,Smooth Criminal (Official Video),0.0822071543837171
Miley Cyrus - Party In The U.S.A. (Official Video),1046724828,Miley Cyrus,Party In The U.S.A. (Official Video),0.0821589556372808
JENNIE - 'SOLO' M/V,1046402275,JENNIE,'SOLO' M/V,0.08212011794571285
Sebastián Yatra - No Hay Nadie Más (Official Video),1045033275,Sebastián Yatra,No Hay Nadie Más (Official Video),0.0819552805399019
Marc Anthony - Flor Pálida (Official Video),1044567394,Marc Anthony,Flor Pálida (Official Video),0.08189918513051066
"Luis Ángel Gómez Jaramillo, Gael García Bernal - Un Poco Loco (De ""Coco"")",1043447492,"Luis Ángel Gómez Jaramillo, Gael García Bernal","Un Poco Loco (De ""Coco"")",0.08176434090812755
Michael Jackson - Thriller (Official 4K Video),1042821742,Michael Jackson,Thriller (Official 4K Video),0.0816889961260339
Britney Spears - ...Baby One More Time (Official Video),1042744222,Britney Spears,...Baby One More Time (Official Video),0.08167966216277718
"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién?",1042052418,La Adictiva Banda San José de Mesillas,"Después de Ti, ¿Quién?",0.08159636400595495
Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),1042010308,Swedish House Mafia ft. John Martin,Don't You Worry Child (Official Video),0.08159129366033137
"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)",1039937123,"Mau y Ricky, Manuel Turizo, Camilo",Desconocidos (Official Video),0.08134166733661614
"Tainy, J. Balvin - Agua (Music From ""Sponge On The Run"" Movie)",1039717078,"Tainy, J. Balvin","Agua (Music From ""Sponge On The Run"" Movie)",0.08131517234248782
One Direction - Story of My Life,1039460914,One Direction,Story of My Life,0.08128432836204798
"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V",1039165526,"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V",,0.08124876153105624
Daddy Yankee - Que Tire Pa' 'Lante (Video Oficial),1037615671,Daddy Yankee,Que Tire Pa' 'Lante (Video Oficial),0.08106214788782533
Kendrick Lamar - HUMBLE.,1036801894,Kendrick Lamar,HUMBLE.,0.08096416330814045
50 Cent - Candy Shop (Official Music Video) ft. Olivia,1033312465,50 Cent,Candy Shop (Official Music Video) ft. Olivia,0.0805440110626171
Ozuna - Síguelo Bailando (Video Oficial),1032285891,Ozuna,Síguelo Bailando (Video Oficial),0.08042040419991955
Eminem - When I'm Gone (Official Music Video),1030926597,Eminem,When I'm Gone (Official Music Video),0.08025673546603031
"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B",1030700384,"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B",,0.08022949780052212
"Any Gabrielly - Saber Quem Sou (De ""Moana"")",1028588406,Any Gabrielly,"Saber Quem Sou (De ""Moana"")",0.07997520052174216
Ayo & Teo - Rolex (Official Video),1027527243,Ayo & Teo,Rolex (Official Video),0.07984742889569207
Miyagi & Эндшпиль feat. Рем Дигга - I Got Love (Official Video),1027365397,Miyagi & Эндшпиль feat. Рем Дигга,I Got Love (Official Video),0.07982794147802891
Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,1026361343,Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,,0.07970704618463659
La Oreja de Van Gogh - Rosas (Vídeo Oficial),1024951693,La Oreja de Van Gogh,Rosas (Vídeo Oficial),0.07953731422765968
'Abhi Toh Party Shuru Hui Hai' FULL VIDEO Song | Khoobsurat | Badshah | Aastha,1024662845,'Abhi Toh Party Shuru Hui Hai' FULL VIDEO Song | Khoobsurat | Badshah | Aastha,,0.07950253485951236
Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),1023401503,Soltera Remix,Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),0.07935066024802925
"Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)",1020601743,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This) (Official Video),0.07901354909003566
Evanescence - My Immortal (Official HD Music Video),1019751696,Evanescence,My Immortal (Official HD Music Video),0.07891119734255767
JoJo Siwa - BOOMERANG (Official Video),1018916098,JoJo Siwa,BOOMERANG (Official Video),0.07881058535817431
Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021,1018391664,Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021,,0.07874743974818231
System Of A Down - Toxicity (Official HD Video),1017210317,System Of A Down,Toxicity (Official HD Video),0.07860519710768375
Ariana Grande - Focus (Official Video),1016284651,Ariana Grande,Focus (Official Video),0.07849374029096542
BTS (방탄소년단) 'Butter' Official MV,1015508261,BTS (방탄소년단) 'Butter' Official MV,,0.07840025737387445
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S",1015239402,"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S",,0.07836788482450342
Khalid - Young Dumb & Broke (Official Video),1014628835,Khalid,Young Dumb & Broke (Official Video),0.07829436818436189
Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),1013939325,Rae Sremmurd,Black Beatles ft. Gucci Mane (Official Video),0.07821134624157101
Ozuna - El Farsante (Audio Oficial) | Odisea,1012875518,Ozuna,El Farsante (Audio Oficial) | Odisea,0.07808325625898262
8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | Ishtar Punjabi #punjabisong,1012670916,8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | Ishtar Punjabi #punjabisong,,0.07805862071266872
Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010),1012055372,Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010),,0.07798450480607814
Beyoncé - Single Ladies (Put a Ring on It) (Video Version),1011966420,Beyoncé,Single Ladies (Put a Ring on It) (Video Version),0.07797379434813681
"#Video - #Rap Song - हैलो कौन - #Ritesh Pandey,Sneh Upadhya - Hello Koun - New Bhojpuri Song 2023",1010676802,#Video,#Rap Song,0.07781851510371965
Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],1007427040,Jason Derulo,Wiggle feat. Snoop Dogg [Official Music Video],0.07742722048167221
Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan,1007024830,Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan,,0.07737879151674071
Akon - Right Now (Na Na Na) (Official Video),1004683232,Akon,Right Now (Na Na Na) (Official Video),0.07709684634524905
Imagine Dragons - Whatever It Takes (Official Music Video),1004595935,Imagine Dragons,Whatever It Takes (Official Music Video),0.07708633516116206
"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J",1003937918,Mike WiLL Made-It,"23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J",0.07700710520114783
"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)",1002634297,"Sebastián Yatra, Mau y Ricky",Ya No Tiene Novio (Official Video),0.07685013989523062
Wham! - Last Christmas (Official Video),1002617280,Wham!,Last Christmas (Official Video),0.07684809092654202
Aya Nakamura - Djadja (Clip officiel),1001110647,Aya Nakamura,Djadja (Clip officiel),0.0766666815216997
Lewis Capaldi - Someone You Loved,1000000465,Lewis Capaldi,Someone You Loved,0.07653300765693856
The Weeknd - Call Out My Name (Official Video),997326240,The Weeknd,Call Out My Name (Official Video),0.07621101181212135
BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV,997162269,BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV,,0.07619126852923733
Miley Cyrus - Flowers (Official Video),996882865,Miley Cyrus,Flowers (Official Video),0.07615762628633507
Halsey - Without Me,995459472,Halsey,Without Me,0.07598623957372043
Miley Cyrus - We Can't Stop (Official Video),994283797,Miley Cyrus,We Can't Stop (Official Video),0.07584467988264901
Bad Bunny ft. Chencho Corleone - Me Porto Bonito (Video Oficial) | Un Verano Sin Ti,994174962,Bad Bunny ft. Chencho Corleone,Me Porto Bonito (Video Oficial) | Un Verano Sin Ti,0.07583157536909062
"The Kid LAROI, Justin Bieber - STAY (Official Video)",991518165,"The Kid LAROI, Justin Bieber",STAY (Official Video),0.07551167798030589
"Yuridia, Ángela Aguilar - Qué Agonía (Video Oficial)",988545390,"Yuridia, Ángela Aguilar",Qué Agonía (Video Oficial),0.07515373457704833
Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,987891979,Zé Neto e Cristiano,LARGADO ÀS TRAÇAS,0.07507505921242574
Madonna - La Isla Bonita (Official Video),987124880,Madonna,La Isla Bonita (Official Video),0.0749826949982839
Milky Chance - Stolen Dance (Official Video) [HD Version],986922385,Milky Chance,Stolen Dance (Official Video) [HD Version],0.07495831314986193
Trem da Alegria - Yasmin Verissimo - Música Gospel Infantil 2,985495105,Trem da Alegria,Yasmin Verissimo,0.07478645841460566
Katy Perry - Part Of Me (Official),983228311,Katy Perry,Part Of Me (Official),0.0745135201805167
Pitbull - International Love (Official Video) ft. Chris Brown,982619911,Pitbull,International Love (Official Video) ft. Chris Brown,0.07444026446269685
"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series",982530747,"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series",,0.074429528478437
Jay Wheeler - La Curiosidad ft. Myke Towers (Official Video),980510762,Jay Wheeler,La Curiosidad ft. Myke Towers (Official Video),0.07418630781578031
"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad",980322359,"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal","Shekhar, Neha B, Irshad",0.07416362274509587
Rihanna - Man Down,976317980,Rihanna,Man Down,0.0736814668311121
"Becky G, Paulo Londra - Cuando Te Besé (Official Video)",975657566,"Becky G, Paulo Londra",Cuando Te Besé (Official Video),0.07360194825512872
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix),974793772,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix),,0.07349794127038435
Lorde - Royals (US Version),974007743,Lorde,Royals (US Version),0.07340329774865158
Ava Max - Sweet but Psycho [Official Music Video],973665475,Ava Max,Sweet but Psycho [Official Music Video],0.07336208622986992
Coldplay - A Sky Full Of Stars (Official Video),973091466,Coldplay,A Sky Full Of Stars (Official Video),0.07329297143478436
Eminem ft. Rihanna - The Monster (Explicit) [Official Video],970622977,Eminem ft. Rihanna,The Monster (Explicit) [Official Video],0.07299574767800361
"Dalex - Hola Remix ft. Lenny Tavárez, Chencho Corleone, Juhn ""El All Star"" (Video Lírico Oficial)",970539436,Dalex,"Hola Remix ft. Lenny Tavárez, Chencho Corleone, Juhn ""El All Star"" (Video Lírico Oficial)",0.07298568874321994
Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira,969845727,Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira,,0.07290216121075267
Rihanna - Only Girl (In The World),965544575,Rihanna,Only Girl (In The World),0.07238427170185674
Adele - Send My Love (To Your New Lover),963897915,Adele,Send My Love (To Your New Lover),0.07218600204323539
Coldplay - Viva La Vida (Official Video),963253183,Coldplay,Viva La Vida (Official Video),0.07210837169237834
Ozuna - Te Vas (Video Oficial),962405786,Ozuna,Te Vas (Video Oficial),0.07200633902388165
Billie Eilish - when the party's over (Official Music Video),961771913,Billie Eilish,when the party's over (Official Music Video),0.07193001617440495
SKRILLEX - Bangarang feat. Sirah [Official Music Video],961740963,SKRILLEX,Bangarang feat. Sirah [Official Music Video],0.0719262895727177
Taylor Swift - Wildest Dreams,960642167,Taylor Swift,Wildest Dreams,0.07179398666391168
ABBA - Dancing Queen (Official Music Video),959689143,ABBA,Dancing Queen (Official Music Video),0.07167923574803471
Raymix - Oye Mujer,959117683,Raymix,Oye Mujer,0.07161042787080701
Esperándote - MTZ Manuel Turizo | Video Oficial,958937098,Esperándote,MTZ Manuel Turizo | Video Oficial,0.071588684143321
Maroon 5 - Animals,957335472,Maroon 5,Animals,0.07139583690086712
"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin",957018137,Wisin,"Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin",0.07135762749387442
One Direction - Night Changes,957006613,One Direction,Night Changes,0.07135623992173083
"Calvin Harris, Dua Lipa - One Kiss (Official Video)",956992179,"Calvin Harris, Dua Lipa",One Kiss (Official Video),0.07135450196474363
Bad Bunny - Yonaguni (Video Oficial),955346699,Bad Bunny,Yonaguni (Video Oficial),0.07115637438657434
Imran Khan - Satisfya (Official Music Video),954810627,Imran Khan,Satisfya (Official Music Video),0.07109182747802219
Jessie J - Price Tag ft. B.o.B,954498419,Jessie J,Price Tag ft. B.o.B,0.07105423539855293
Banda Los Recoditos - Mi Último Deseo (Video Oficial),954104256,Banda Los Recoditos,Mi Último Deseo (Video Oficial),0.07100677535006011
Piso 21 - Me Llamas (feat. Maluma) [Remix] | Video Oficial,952003280,Piso 21,Me Llamas (feat. Maluma) [Remix] | Video Oficial,0.07075380279088478
Ozuna - Dile Que Tu Me Quieres (Video Oficial) | Odisea,951428755,Ozuna,Dile Que Tu Me Quieres (Video Oficial) | Odisea,0.07068462586570325
Avicii - The Nights,949948953,Avicii,The Nights,0.07050644710544478
Era Istrefi - Bonbon (Official Video) [Ultra Records],949868076,Era Istrefi,Bonbon (Official Video) [Ultra Records],0.07049670893534268
BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,949163950,BLACKPINK,'Ice Cream (with Selena Gomez)' M/V,0.070411927121461
Childish Gambino - This Is America (Official Video),948851413,Childish Gambino,This Is America (Official Video),0.07037429542803518
"La Ocasión - De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]",948536891,La Ocasión,"De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]",0.0703364247263913
BLACKPINK - ‘Pink Venom’ M/V,947390316,BLACKPINK,‘Pink Venom’ M/V,0.07019836888375604
3 Doors Down - Here Without You (Official Music Video),947208270,3 Doors Down,Here Without You (Official Music Video),0.07017644924140523
"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""",945400721,"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""",,0.06995880739477546
Gorillaz - Feel Good Inc. (Official Video),945018702,Gorillaz,Feel Good Inc. (Official Video),0.06991280957086714
Shakira - Me Enamoré (Official Video),943727854,Shakira,Me Enamoré (Official Video),0.06975738222563979
Kygo - Firestone ft. Conrad Sewell (Official Video),943213538,Kygo,Firestone ft. Conrad Sewell (Official Video),0.06969545489532054
Anne-Marie - 2002 [Official Video],942731172,Anne-Marie,2002 [Official Video],0.0696373745738513
Burak Yeter - Tuesday ft. Danelle Sandoval,942405948,Burak Yeter,Tuesday ft. Danelle Sandoval,0.06959821527475163
Sensualidad - Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,941188182,Sensualidad,Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,0.0694515875257927
Bobby Shmurda - Hot N*gga (Official Music Video),940515412,Bobby Shmurda,Hot N*gga (Official Music Video),0.06937058119890635
Dua Lipa - Levitating Featuring DaBaby (Official Music Video),938889433,Dua Lipa,Levitating Featuring DaBaby (Official Music Video),0.06917480168081791
Maluma - 11 PM (Official Video),937444694,Maluma,11 PM (Official Video),0.06900084475690711
BANDA MS - EL COLOR DE TUS OJOS (VIDEO OFICIAL),935777197,BANDA MS,EL COLOR DE TUS OJOS (VIDEO OFICIAL),0.06880006617423544
Ed Sheeran - Shape Of You [Official Lyric Video],931465692,Ed Sheeran,Shape Of You [Official Lyric Video],0.06828093008998351
Bryan Adams - Please Forgive Me (Official Music Video),931404007,Bryan Adams,Please Forgive Me (Official Music Video),0.06827350277414901
"Robin Thicke - Blurred Lines ft. T.I., Pharrell",929913722,Robin Thicke,"Blurred Lines ft. T.I., Pharrell",0.06809406178560339
Bad Bunny - Tití Me Preguntó (Video Oficial) | Un Verano Sin Ti,929002798,Bad Bunny,Tití Me Preguntó (Video Oficial) | Un Verano Sin Ti,0.06798438001127839
"COCO COLA (Full Song) | Ruchika Jangid, Kay D | New Haryanvi Songs Haryanavi 2020 | Nav Haryanvi",928059488,"COCO COLA (Full Song) | Ruchika Jangid, Kay D | New Haryanvi Songs Haryanavi 2020 | Nav Haryanvi",,0.06787079873058043
Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video),927969276,Maroon 5,Payphone ft. Wiz Khalifa (Explicit) (Official Music Video),0.067859936559614
Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],927586709,Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],,0.0678138727525805
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),927484496,Grupo Frontera x Bad Bunny,UN X100TO (Video Oficial),0.06780156557525388
Camilo - Vida de Rico (Official Video),927201060,Camilo,Vida de Rico (Official Video),0.06776743785067138
Alvaro Soler - Sofia,926401329,Alvaro Soler,Sofia,0.06767114450999455
Crazy Frog - Crazy Frog In The House (Official Video),921878099,Crazy Frog,Crazy Frog In The House (Official Video),0.06712651521920843
Queen - Don't Stop Me Now (Official Video),921860173,Queen,Don't Stop Me Now (Official Video),0.06712435680040889
Culpables - MTZ Manuel Turizo,921328046,Culpables,MTZ Manuel Turizo,0.06706028489811382
Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,921021971,Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,,0.06702343127577372
Christian Nodal - No Te Contaron Mal (Video Oficial),920788158,Christian Nodal,No Te Contaron Mal (Video Oficial),0.06699527851582861
BLACKPINK - '휘파람 (WHISTLE)' M/V,919111168,BLACKPINK,'휘파람 (WHISTLE)' M/V,0.0667933569079609
The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg,918720179,The Pussycat Dolls,Buttons (Official Music Video) ft. Snoop Dogg,0.06674627903180268
Hozier - Take Me To Church,916856057,Hozier,Take Me To Church,0.0665218253907544
